"Ми хочемо піти на екскурсію до музею, а ви до театру.","Ми хочемо піти на екскурсію до музею, а ви ___ до театру."
"Вони прийшли до мене не у середу, а у четверг.","Вони прийшли до мене не у середу, а ___ у четверг."
"Я про все шкодую, а батько ні про що.","Я про все шкодую, а батько ні про що ___."
"Він має уродини у червні, і вона теж.","Він має уродини у червні, і вона теж ___."
"Ми дуже хочемо подорожувати Україною, але зараз не можемо.","Ми дуже хочемо подорожувати Україною, але зараз не можемо ___."
"Він говорить з чужим акцентом, але ми не знаємо чому.","Він говорить з чужим акцентом, але ми не знаємо чому ___."
"У понеділок ми читали першу частину роману, а у вівторок другу.","У понеділок ми читали першу частину роману, а у вівторок ___ другу ___."
"Батько не їсть зелену цібулю, тільки червону.","Батько не їсть зелену цібулю, ___ тільки червону ___."
"Я зробив одну канапку уранці, й потім ще одну увечері.","Я зробив одну канапку уранці, й потім ще одну ___ увечері."
"Я сьогодні розмовляю голосніше, ніж учора.","Я сьогодні розмовляю голосніше, ніж ___ учора."
"Лідія переїде в Харків, а ії сестра в Одесу.","Лідія переїде в Харків, а ії сестра ___ в Одесу."
"Я спочатку приправлю суп паприкою, а потім чорним перцем.","Я спочатку приправлю суп паприкою, а потім ___ чорним перцем."
"Вона вбила його, але чим не знаємо.","Вона вбила його, але чим ___ не знаємо."
"У зоопарку я люблю дивитися на слонів, і мої сестри теж.","У зоопарку я люблю дивитися на слонів, і мої сестри теж ___."
"Вони купили надувний замок, але не ясно кому.","Вони купили надувний замок, але не ясно кому ___."
"Віра й Олена читають газету, а Борис книгу.","Віра й Олена читають газету, а Борис ___ книгу."
"Я не вмію готувати так добре, як ти.","Я не вмію готувати так добре, як ти ___."
"Я не вмію танцювати танґо, але хочу навчитися.","Я не вмію танцювати танґо, але ___ хочу навчитися ___."
"У дитинстві я їв багато морозива, але зараз мало.","У дитинстві я їв багато морозива, але зараз ___ мало ___."
"У минулому році ми вирощували тільки картоплю, але у цьому році і картоплю, і огірки.","У минулому році ми вирощували тільки картоплю, але у цьому році ___ і картоплю, і огірки."
"Подруга завжди рекомендує мені нову музику, але я ще слухаю стару.","Подруга завжди рекомендує мені нову музику, але я ще слухаю стару ___."
"Мені треба прибрати кімнату для гостей сьогодні, а тобі завтра.","Мені треба прибрати кімнату для гостей сьогодні, а тобі ___ завтра."
Мої батьки мешкають у Чернігові і сестра теж.,Мої батьки мешкають у Чернігові і сестра теж ___.
"Я збираюся купити машину, а ти продати.","Я збираюся купити машину, а ти ___ продати ___."
"Я волію слухати його старі пісні, а не нові.","Я волію слухати його старі пісні, а ___ не ___ нові ___."
"Розмоляю українською, але не дуже добре.","Розмоляю українською, але не дуже добре ___."
"Данило та Павло використовують у спортзалі великі гантелі, а Іван малі.","Данило та Павло використовують у спортзалі великі гантелі, а Іван ___ малі ___."
"Мій брат думає, що краще полювати з луком, ніж з гвинтівкою.","Мій брат думає, що краще полювати з луком, ніж ___ з гвинтівкою."
"Офіцери носять кашкети, а солдати прості пілотки.","Офіцери носять кашкети, а солдати ___ прості пілотки."
"Я приправлю суп паприкою, а ти чорним перцем.","Я приправлю суп паприкою, а ти ___ чорним перцем."
"Максимові подобається чай, а Галині кава.","Максимові подобається чай, а Галині ___ кава."
"Він відремонтував моє авто, але я не розумію як.","Він відремонтував моє авто, але я не розумію як ___."
"Я їм більше фруктів, ніж овочів.","Я їм більше фруктів, ніж ___ овочів."
"Вона встала й вийшла, але ії чоловік не знав чому.","Вона встала й вийшла, але ії чоловік не знав чому ___."
"Вони можуть бігати швидше, ніж я.","Вони можуть бігати швидше, ніж я ___."
"Ніколи не хочу користуватися духовкою, тому що важко.","Ніколи не хочу користуватися духовкою, тому що ___ важко."
"Він добре розуміє математику, й біологію також.","Він добре розуміє математику, й ___ біологію також."
"Учора тут падав дощ, а не сніг.","Учора тут падав дощ, а ___ не сніг."
"Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша з США 5 травня 1961.","Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша ___ з США ___ 5 травня 1961."
"Павло грає на скрипці, Данило на віолончелі а Петро роялі.","Павло грає на скрипці, Данило ___ на віолончелі а Петро ___ роялі."
Я ненавиджу Марка і ти теж.,Я ненавиджу Марка і ти теж ___.
"Я підготую матеріали на понеділок, а ти на вівторок.","Я підготую матеріали на понеділок, а ти ___ на вівторок."
"Він придумав мелодію песни, а вона текст.","Він придумав мелодію песни, а вона ___ текст ___."
"Вона вмерла у 1975, а ії чоловік на рік пізніше у 1976.","Вона вмерла у 1975, а ії чоловік ___ на рік пізніше у 1976."
"Я не вмію танцювати, а мій брат плавати.","Я не вмію танцювати, а мій брат ___ плавати."
"Жуков вів свою армію на Берлін з півночі, а Конєв з півдня.","Жуков вів свою армію на Берлін з півночі, а Конєв ___ з півдня."
Батькові.,Батькові ___.
"Його вбили, але не знаю чому.","Його вбили, але не знаю чому ___."
"Вони ненавидять наш дім, але люблять свій.","Вони ненавидять наш дім, але ___ люблять свій ___."
"Іра не така модна, як Юля.","Іра не така модна, як Юля ___."
"Сорочка мені трошки завелика, а штани замалі.","Сорочка мені трошки завелика, а штани ___ замалі."
"Моя мати хоче новий комп'ютер, але ще не знає, якого бренду.","Моя мати хоче новий комп'ютер, але ___ ще не знає, якого бренду ___."
"Я більше п'ю віскі, ніж він горілку.","Я більше п'ю віскі, ніж він ___ горілку."
"Він сумнівається, що колись виграє у лото, але все одно сподівається.","Він сумнівається, що колись виграє у лото, але все одно сподівається ___."
"Він завжди замовляє холодні страви, а вона гарячі.","Він завжди замовляє холодні страви, а вона ___ гарячі ___."
"Коти бавляться малими іграшками, а пси великими.","Коти бавляться малими іграшками, а пси ___ великими ___."
"У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році менше мільйона.","У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році ___ менше мільйона."
"Іван пише книгу, а Микола музику.","Іван пише книгу, а Микола ___ музику."
"Завтра я принесу лід, а ти пиво.","Завтра я принесу лід, а ти ___ пиво."
"Мені подобаються майже всі страви з цього індійського ресторану, а моїй дівчині тільки одна.","Мені подобаються майже всі страви з цього індійського ресторану, а моїй дівчині ___ тільки одна ___."
"На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі реальний ураган.","На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі ___ реальний ураган."
"Я їм більше фруктів, ніж Михайло.","Я їм більше фруктів, ніж Михайло ___."
"Ми прийшли сюди тому, що ми хотіли.","Ми прийшли сюди тому, що ми хотіли ___."
"Ми вчимося мовам, а наші друзі бізнесу.","Ми вчимося мовам, а наші друзі ___ бізнесу."
"На Різдво моя сестра готує вареники з картоплею, а я з м'ясом.","На Різдво моя сестра готує вареники з картоплею, а ___ я ___ з м'ясом."
"Вона знає більше про свою країну, ніж він.","Вона знає більше про свою країну, ніж він ___."
"Я розмовляю голосніше англійскою, ніж українською.","Я розмовляю голосніше англійскою, ніж ___ українською."
"Я зробив канапку учора вранці, й потім ще раз ввечері.","Я зробив канапку учора вранці, й потім ще раз ___ ввечері."
"Я добре розумію математику, але не біологію.","Я добре розумію математику, але ___ не ___ біологію."
