"Я не готую так добре, як ти.","Я не готую так добре, як ти готуєш."
"Ми поїдемо до парку машиною, а вони велосипедом.","Ми поїдемо до парку машиною, а вони поїдуть велосипедом."
"В Україні зараз борються з ворогами, а зараз в Америці одне з одним.","В Україні зараз борються з ворогами, а зараз в Америці борються одне з одним."
"Вона встала й вийшла, але ії чоловік не знав чому.","Вона встала й вийшла, але ії чоловік не знав чому вона встала й вийшла."
"Я не хотів, але учора ми ходили в кіно.","Я не хотів ходити в кіно, але учора ми ходили в кіно."
"Хочу поїхати за кордон, але не знаю куди.","Хочу поїхати за кордон, але не знаю куди поїхати."
"Там я уперше спробував сало, й ти теж.","Там я уперше спробував сало, й ти там уперше спробувала сало теж."
"Вони запрошували мене піти на озеро, але я не мав часу.","Вони запрошували мене піти на озеро, але я не мав часу піти на озеро."
"По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям ввечері.","По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям я ходжу з лекції до магазину ввечері."
"Чоловік описує якесь місто, але нам неясно, яке.","Чоловік описує якесь місто, але нам неясно, яке місто чоловік описує."
"Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи.","Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи не роблять домашне завдання."
"В Америці ми прикрашаемо ялку на Різдво, а в Россії на Новий рік.","В Америці ми прикрашаемо ялку на Різдво, а в Россії прикрашають ялку на Новий рік."
"Краще втратити цілий день, ніж цілий тиждень.","Краще втратити цілий день, ніж втратити цілий тиждень."
"Він завжди замовляє холодні страви, а вона гарячі.","Він завжди замовляє холодні страви, а вона завжди замовляє гарячі страви."
"Іван посміхається, і Михайло знає чому?","Іван посміхається, і Михайло знає чому Іван посміхається?"
"Я розмовляю голосніше, ніж Іван.","Я розмовляю голосніше, ніж Іван розмовляє."
"Батько не їсть зелену цібулю, тільки червону.","Батько не їсть зелену цібулю, батько їсть тільки червону цібулю."
"Щороку я перечитуваю ""Володара перснів"", а моя сестра ""Гобіта"".","Щороку я перечитуваю ""Володара перснів"", а моя сестра перечитуває ""Гобіта""."
"Щодня вранці батько їсть пластівці, і ввечері також.","Щодня вранці батько їсть пластівці, і щодня ввечері батько їсть пластівці також."
"Він добре розуміє математику, й біологію також.","Він добре розуміє математику, й він добре розуміє біологію також."
"Ці квитки на концерт було куплено для нас, а не для вас.","Ці квитки на концерт було куплено для нас, а ці квитки на концерт не було куплено для вас."
"Я приправлю суп паприкою, а ти чорним перцем.","Я приправлю суп паприкою, а ти приправиш чорним перцем."
"Я не можу бачити без окуларів, а моя дівчина може.","Я не можу бачити без окуларів, а моя дівчина може бачити без окуларів."
"Я не їм стільки, як він.","Я не їм стільки, як він їсть."
"Я сьогодні розмовляю голосніше, ніж Іван учора.","Я сьогодні розмовляю голосніше, ніж Іван розмовляв учора."
"Вони купили надувний замок, але не ясно кому.","Вони купили надувний замок, але не ясно кому вони купили надувний замок."
"Я їм більше фруктів, ніж овочів.","Я їм більше фруктів, ніж я їм овочів."
"Я не вмію танцювати, а мій брат плавати.","Я не вмію танцювати, а мій брат не вміє плавати."
"Ми прийшли сюди тому, що ми хотіли.","Ми прийшли сюди тому, що ми хотіли прийти сюди."
"Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж.","Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж подобаються майже всі страви з цього індійського ресторану."
"Моя дочка хоче стати не просто простою бізнесменкою, а найбагатшою у світі.","Моя дочка хоче стати не просто простою бізнесменкою, а моя дочка хоче стати найбагатшою бізнесменкою у світі."
"Перший космонавт з Радянського Союза полетів у космос 12 квітня, 1961, а перший з США 5 травня 1961.","Перший космонавт з Радянського Союза полетів у космос 12 квітня, 1961, а перший астронавт з США полетів у космос 5 травня 1961."
